#    L    TT             EE             BB             TE          
   209    0.33582E+03    0.20171E+01    0.24977E+01    0.79949E+01
   210    0.34207E+03    0.20552E+01    0.25492E+01    0.81427E+01
   211    0.34840E+03    0.20939E+01    0.26015E+01    0.82924E+01
   212    0.35482E+03    0.21331E+01    0.26547E+01    0.84441E+01
   213    0.36132E+03    0.21729E+01    0.27087E+01    0.85978E+01
   214    0.36792E+03    0.22132E+01    0.27636E+01    0.87535E+01
   215    0.37460E+03    0.22540E+01    0.28193E+01    0.89113E+01
   216    0.38137E+03    0.22954E+01    0.28760E+01    0.90711E+01
   217    0.38824E+03    0.23374E+01    0.29336E+01    0.92330E+01
   218    0.39519E+03    0.23799E+01    0.29920E+01    0.93970E+01
   219    0.40224E+03    0.24230E+01    0.30514E+01    0.95630E+01
   220    0.40937E+03    0.24667E+01    0.31118E+01    0.97312E+01
   221    0.41661E+03    0.25110E+01    0.31731E+01    0.99015E+01
   222    0.42393E+03    0.25558E+01    0.32353E+01    0.10074E+02
   223    0.43136E+03    0.26012E+01    0.32985E+01    0.10249E+02
   224    0.43887E+03    0.26473E+01    0.33627E+01    0.10425E+02
   225    0.44649E+03    0.26939E+01    0.34279E+01    0.10604E+02
   226    0.45420E+03    0.27411E+01    0.34941E+01    0.10786E+02
   227    0.46201E+03    0.27890E+01    0.35613E+01    0.10969E+02
   228    0.46992E+03    0.28374E+01    0.36296E+01    0.11155E+02
   229    0.47794E+03    0.28865E+01    0.36988E+01    0.11343E+02
   230    0.48605E+03    0.29362E+01    0.37691E+01    0.11533E+02
   231    0.49426E+03    0.29865E+01    0.38405E+01    0.11725E+02
   232    0.50258E+03    0.30374E+01    0.39130E+01    0.11920E+02
   233    0.51100E+03    0.30890E+01    0.39865E+01    0.12117E+02
   234    0.51952E+03    0.31413E+01    0.40611E+01    0.12317E+02
   235    0.52815E+03    0.31942E+01    0.41368E+01    0.12519E+02
   236    0.53688E+03    0.32477E+01    0.42137E+01    0.12723E+02
   237    0.54572E+03    0.33019E+01    0.42916E+01    0.12929E+02
   238    0.55467E+03    0.33567E+01    0.43707E+01    0.13138E+02
   239    0.56372E+03    0.34123E+01    0.44509E+01    0.13350E+02
   240    0.57289E+03    0.34685E+01    0.45323E+01    0.13564E+02
   241    0.58216E+03    0.35253E+01    0.46149E+01    0.13780E+02
   242    0.59154E+03    0.35829E+01    0.46987E+01    0.13999E+02
   243    0.60104E+03    0.36411E+01    0.47836E+01    0.14220E+02
   244    0.61065E+03    0.37000E+01    0.48697E+01    0.14444E+02
   245    0.62037E+03    0.37597E+01    0.49571E+01    0.14670E+02
   246    0.63020E+03    0.38200E+01    0.50457E+01    0.14899E+02
   247    0.64015E+03    0.38810E+01    0.51355E+01    0.15130E+02
   248    0.65021E+03    0.39428E+01    0.52266E+01    0.15364E+02
   249    0.66039E+03    0.40052E+01    0.53189E+01    0.15601E+02
   250    0.67069E+03    0.40684E+01    0.54125E+01    0.15840E+02
   251    0.68110E+03    0.41323E+01    0.55073E+01    0.16081E+02
   252    0.69163E+03    0.41970E+01    0.56035E+01    0.16326E+02
   253    0.70229E+03    0.42623E+01    0.57010E+01    0.16573E+02
   254    0.71306E+03    0.43284E+01    0.57998E+01    0.16822E+02
   255    0.72395E+03    0.43953E+01    0.58999E+01    0.17075E+02
   256    0.73497E+03    0.44629E+01    0.60015E+01    0.17330E+02
   257    0.74611E+03    0.45313E+01    0.61043E+01    0.17587E+02
   258    0.75737E+03    0.46004E+01    0.62086E+01    0.17848E+02
   259    0.76876E+03    0.46703E+01    0.63143E+01    0.18111E+02
   260    0.78027E+03    0.47410E+01    0.64214E+01    0.18377E+02
   261    0.79191E+03    0.48125E+01    0.65299E+01    0.18646E+02
   262    0.80368E+03    0.48847E+01    0.66399E+01    0.18917E+02
   263    0.81558E+03    0.49578E+01    0.67514E+01    0.19192E+02
   264    0.82761E+03    0.50316E+01    0.68644E+01    0.19469E+02
   265    0.83976E+03    0.51062E+01    0.69788E+01    0.19749E+02
   266    0.85205E+03    0.51817E+01    0.70948E+01    0.20032E+02
   267    0.86447E+03    0.52580E+01    0.72123E+01    0.20318E+02
   268    0.87703E+03    0.53350E+01    0.73314E+01    0.20606E+02
   269    0.88972E+03    0.54129E+01    0.74520E+01    0.20898E+02
   270    0.90254E+03    0.54917E+01    0.75742E+01    0.21192E+02
   271    0.91550E+03    0.55712E+01    0.76980E+01    0.21490E+02
   272    0.92860E+03    0.56517E+01    0.78235E+01    0.21790E+02
   273    0.94184E+03    0.57329E+01    0.79505E+01    0.22094E+02
   274    0.95521E+03    0.58150E+01    0.80792E+01    0.22400E+02
   275    0.96872E+03    0.58980E+01    0.82096E+01    0.22710E+02
   276    0.98238E+03    0.59818E+01    0.83416E+01    0.23022E+02
   277    0.99617E+03    0.60665E+01    0.84754E+01    0.23338E+02
   278    0.10101E+04    0.61521E+01    0.86108E+01    0.23656E+02
   279    0.10242E+04    0.62386E+01    0.87480E+01    0.23978E+02
   280    0.10384E+04    0.63259E+01    0.88869E+01    0.24303E+02
   281    0.10528E+04    0.64141E+01    0.90276E+01    0.24631E+02
   282    0.10673E+04    0.65033E+01    0.91700E+01    0.24962E+02
   283    0.10820E+04    0.65933E+01    0.93142E+01    0.25296E+02
   284    0.10968E+04    0.66842E+01    0.94603E+01    0.25634E+02
   285    0.11118E+04    0.67761E+01    0.96081E+01    0.25974E+02
   286    0.11269E+04    0.68688E+01    0.97578E+01    0.26318E+02
   287    0.11421E+04    0.69625E+01    0.99094E+01    0.26665E+02
   288    0.11575E+04    0.70572E+01    0.10063E+02    0.27015E+02
   289    0.11731E+04    0.71527E+01    0.10218E+02    0.27369E+02
   290    0.11888E+04    0.72492E+01    0.10375E+02    0.27726E+02
   291    0.12047E+04    0.73466E+01    0.10534E+02    0.28086E+02
   292    0.12207E+04    0.74450E+01    0.10695E+02    0.28449E+02
   293    0.12369E+04    0.75444E+01    0.10858E+02    0.28816E+02
   294    0.12533E+04    0.76447E+01    0.11023E+02    0.29186E+02
   295    0.12698E+04    0.77460E+01    0.11190E+02    0.29560E+02
   296    0.12864E+04    0.78482E+01    0.11359E+02    0.29936E+02
   297    0.13033E+04    0.79515E+01    0.11530E+02    0.30317E+02
   298    0.13203E+04    0.80557E+01    0.11703E+02    0.30700E+02
   299    0.13374E+04    0.81609E+01    0.11878E+02    0.31087E+02
   300    0.13547E+04    0.82671E+01    0.12055E+02    0.31478E+02
   301    0.13722E+04    0.83743E+01    0.12235E+02    0.31872E+02
   302    0.13898E+04    0.84825E+01    0.12416E+02    0.32269E+02
   303    0.14076E+04    0.85918E+01    0.12599E+02    0.32670E+02
   304    0.14256E+04    0.87020E+01    0.12785E+02    0.33074E+02
   305    0.14437E+04    0.88133E+01    0.12972E+02    0.33482E+02
   306    0.14620E+04    0.89256E+01    0.13162E+02    0.33894E+02
   307    0.14805E+04    0.90389E+01    0.13354E+02    0.34309E+02
   308    0.14992E+04    0.91533E+01    0.13549E+02    0.34727E+02
   309    0.15180E+04    0.92687E+01    0.13745E+02    0.35150E+02
   310    0.15370E+04    0.93852E+01    0.13944E+02    0.35576E+02
   311    0.15561E+04    0.95027E+01    0.14145E+02    0.36005E+02
   312    0.15755E+04    0.96213E+01    0.14349E+02    0.36438E+02
   313    0.15950E+04    0.97410E+01    0.14554E+02    0.36875E+02
   314    0.16147E+04    0.98618E+01    0.14762E+02    0.37315E+02
   315    0.16346E+04    0.99836E+01    0.14973E+02    0.37759E+02
   316    0.16546E+04    0.10107E+02    0.15186E+02    0.38207E+02
   317    0.16748E+04    0.10231E+02    0.15401E+02    0.38658E+02
   318    0.16953E+04    0.10356E+02    0.15619E+02    0.39114E+02
   319    0.17158E+04    0.10482E+02    0.15839E+02    0.39572E+02
   320    0.17366E+04    0.10609E+02    0.16062E+02    0.40035E+02
   321    0.17576E+04    0.10738E+02    0.16287E+02    0.40502E+02
   322    0.17787E+04    0.10867E+02    0.16514E+02    0.40972E+02
   323    0.18001E+04    0.10998E+02    0.16745E+02    0.41446E+02
   324    0.18216E+04    0.11130E+02    0.16977E+02    0.41924E+02
   325    0.18433E+04    0.11263E+02    0.17213E+02    0.42406E+02
   326    0.18652E+04    0.11397E+02    0.17451E+02    0.42891E+02
   327    0.18873E+04    0.11532E+02    0.17692E+02    0.43381E+02
   328    0.19095E+04    0.11669E+02    0.17935E+02    0.43874E+02
   329    0.19320E+04    0.11807E+02    0.18181E+02    0.44371E+02
   330    0.19547E+04    0.11945E+02    0.18429E+02    0.44872E+02
   331    0.19775E+04    0.12085E+02    0.18681E+02    0.45377E+02
   332    0.20006E+04    0.12226E+02    0.18935E+02    0.45886E+02
   333    0.20238E+04    0.12369E+02    0.19192E+02    0.46399E+02
   334    0.20473E+04    0.12512E+02    0.19452E+02    0.46916E+02
   335    0.20709E+04    0.12657E+02    0.19714E+02    0.47437E+02
   336    0.20947E+04    0.12803E+02    0.19979E+02    0.47962E+02
   337    0.21188E+04    0.12950E+02    0.20247E+02    0.48491E+02
   338    0.21430E+04    0.13099E+02    0.20518E+02    0.49024E+02
